Year,Month,Fuel Type,Quantity,UNIT
2018,February,Diesel,6.741,GWh
2018,February,Imported,1734.961,GWh
2018,February,Renewable Energy,1437.271141,GWh
2018,March,Hydro Electricity,682.032,GWh
2018,March,Fuel Oil,2.64759,GWh
2018,March,Coal & Lignite,3223.347626,GWh
2018,March,Natural Gas,10428.74663,GWh
2018,March,Diesel,27.997,GWh
2018,March,Imported,2228.097,GWh
2018,March,Renewable Energy,1554.567665,GWh
2018,April,Hydro Electricity,620.326,GWh
2018,April,Fuel Oil,2.688475,GWh
2018,April,Coal & Lignite,3111.886096,GWh
2018,April,Natural Gas,9425.509463,GWh
2018,April,Diesel,3.477,GWh
2018,April,Imported,2055.592,GWh
2018,April,Renewable Energy,1489.86487,GWh
2018,May,Hydro Electricity,589.403,GWh
2018,May,Fuel Oil,6.00833,GWh
2018,May,Coal & Lignite,3302.701773,GWh
2018,May,Natural Gas,10359.9274,GWh
2018,May,Diesel,1.9,GWh
2018,May,Imported,2259.2,GWh
2018,May,Renewable Energy,1463.452258,GWh
2018,June,Hydro Electricity,545.727,GWh
2018,June,Fuel Oil,2.57972,GWh
2018,June,Coal & Lignite,3172.099949,GWh
2018,June,Natural Gas,10169.64173,GWh
2018,June,Diesel,3.32,GWh
2018,June,Imported,2149.223,GWh
2018,June,Renewable Energy,1476.978666,GWh
2018,July,Hydro Electricity,545.967,GWh
2018,July,Fuel Oil,8.472327,GWh
2018,July,Coal & Lignite,3227.797035,GWh
2018,July,Natural Gas,9891.722103,GWh
2018,July,Diesel,4.735,GWh
2018,July,Imported,2220.686,GWh
2018,July,Renewable Energy,1544.390661,GWh
2018,August,Hydro Electricity,869.82,GWh
2018,August,Fuel Oil,4.507012,GWh
2018,August,Coal & Lignite,2973.389936,GWh
2018,August,Natural Gas,9562.586434,GWh
2018,August,Diesel,41.743,GWh
2018,August,Imported,2535.925,GWh
2018,August,Renewable Energy,1535.541505,GWh
2018,September,Hydro Electricity,807.462,GWh
2018,September,Fuel Oil,2.446095,GWh
2018,September,Coal & Lignite,2642.391627,GWh
2018,September,Natural Gas,9453.639272,GWh
2018,September,Diesel,4.116,GWh
2018,September,Imported,2801.865,GWh
2018,September,Renewable Energy,1365.450397,GWh
2018,October,Hydro Electricity,503.168,GWh
2018,October,Fuel Oil,2.889565,GWh
2018,October,Coal & Lignite,2849.823363,GWh
2018,October,Natural Gas,10112.57309,GWh
2018,October,Diesel,4.98,GWh
2018,October,Imported,2677.597,GWh
2018,October,Renewable Energy,1430.073548,GWh
2018,November,Hydro Electricity,544.716,GWh
2018,November,Fuel Oil,2.720495,GWh
2018,November,Coal & Lignite,2428.712837,GWh
2018,November,Natural Gas,10332.74909,GWh
2018,November,Diesel,5.032,GWh
2018,November,Imported,2201.469,GWh
2018,November,Renewable Energy,1396.363784,GWh
2018,December,Hydro Electricity,611.871,GWh
2018,December,Fuel Oil,2.822465,GWh
2018,December,Coal & Lignite,2953.018046,GWh
2018,December,Natural Gas,9222.755196,GWh
2018,December,Diesel,4.209,GWh
2018,December,Imported,1941.9,GWh
2018,December,Renewable Energy,1732.35622,GWh
2019,January,Hydro Electricity,643.452,GWh
2019,January,Fuel Oil,12.959,GWh
2019,January,Coal & Lignite,2817.72678,GWh
2019,January,Natural Gas,9268.110355,GWh
2019,January,Diesel,7.292,GWh
2019,January,Imported,1736.828,GWh
2019,January,Renewable Energy,1887.657545,GWh
2019,February,Hydro Electricity,624.774,GWh
2019,February,Fuel Oil,72.07256,GWh
2019,February,Coal & Lignite,2733.240344,GWh
2019,February,Natural Gas,9287.208683,GWh
2019,February,Diesel,7.693,GWh
2019,February,Imported,1843.687,GWh
2019,February,Renewable Energy,1609.582503,GWh
2019,March,Hydro Electricity,686.396,GWh
2019,March,Fuel Oil,143.90327,GWh
2019,March,Coal & Lignite,3196.016213,GWh
2019,March,Natural Gas,10952.86686,GWh
2019,March,Diesel,4.794,GWh
2019,March,Imported,2184.221,GWh
2019,March,Renewable Energy,1851.599638,GWh
2019,April,Hydro Electricity,620.196,GWh
2019,April,Fuel Oil,143.752,GWh
2019,April,Coal & Lignite,3167.244559,GWh
2019,April,Natural Gas,10900.05521,GWh
2019,April,Diesel,4.34,GWh
2019,April,Imported,2045.211,GWh
2019,April,Renewable Energy,1700.911655,GWh
2019,May,Hydro Electricity,635.047,GWh
2019,May,Fuel Oil,167.616,GWh
2019,May,Coal & Lignite,3120.048776,GWh
2019,May,Natural Gas,11788.12852,GWh
2019,May,Diesel,5.025,GWh
2019,May,Imported,2039.723,GWh
2019,May,Renewable Energy,1735.744708,GWh
2019,June,Hydro Electricity,542.537,GWh
2019,June,Fuel Oil,146.031,GWh
2019,June,Coal & Lignite,3099.320195,GWh
2019,June,Natural Gas,10707.57233,GWh
2019,June,Diesel,4.363,GWh
2019,June,Imported,2066.199,GWh
2019,June,Renewable Energy,1810.844482,GWh
2019,July,Hydro Electricity,551.121,GWh
2019,July,Fuel Oil,158.245,GWh
2019,July,Coal & Lignite,3338.716923,GWh
2019,July,Natural Gas,10164.99062,GWh
2019,July,Diesel,85.449,GWh
2019,July,Imported,1975.863,GWh
2019,July,Renewable Energy,1893.835757,GWh
2019,August,Hydro Electricity,400.878,GWh
2019,August,Fuel Oil,142.999,GWh
2019,August,Coal & Lignite,3051.524334,GWh
2019,August,Natural Gas,9293.480345,GWh
2019,August,Diesel,4.197,GWh
2019,August,Imported,2939.376,GWh
2019,August,Renewable Energy,1921.63238,GWh
2019,September,Hydro Electricity,348.517,GWh
2019,September,Fuel Oil,0,GWh
2019,September,Coal & Lignite,2923.648034,GWh
2019,September,Natural Gas,9352.44177,GWh
2019,September,Diesel,3.434,GWh
2019,September,Imported,2683.757,GWh
2019,September,Renewable Energy,1702.170107,GWh
2019,October,Hydro Electricity,422.52,GWh
2019,October,Fuel Oil,0,GWh
2019,October,Coal & Lignite,3101.234827,GWh
2019,October,Natural Gas,10614.26231,GWh
2019,October,Diesel,2.467,GWh
2019,October,Imported,2417.555,GWh
2019,October,Renewable Energy,1605.771764,GWh
2019,November,Hydro Electricity,438.427,GWh
2019,November,Fuel Oil,0,GWh
2019,November,Coal & Lignite,2719.379813,GWh
2019,November,Natural Gas,10660.78283,GWh
2019,November,Diesel,3.853,GWh
2019,November,Imported,1539.577,GWh
2019,November,Renewable Energy,1645.457672,GWh
2019,December,Hydro Electricity,396.093,GWh
2019,December,Fuel Oil,0,GWh
2019,December,Coal & Lignite,2557.11966,GWh
2019,December,Natural Gas,8850.720823,GWh
2019,December,Diesel,4.317,GWh
2019,December,Imported,2074.658,GWh
2019,December,Renewable Energy,2037.216756,GWh
2020,January,Hydro Electricity,427.728,GWh
2020,January,Fuel Oil,13.362,GWh
2020,January,Coal & Lignite,3257.306816,GWh
2020,January,Natural Gas,9831.99389,GWh
2020,January,Diesel,4.013,GWh
2020,January,Imported,2002.866,GWh
2020,January,Renewable Energy,1845.414152,GWh
2020,February,Hydro Electricity,434.694,GWh
2020,February,Fuel Oil,63.286,GWh
2020,February,Coal & Lignite,2947.246979,GWh
2020,February,Natural Gas,9402.861442,GWh
2020,February,Diesel,3.499,GWh
2020,February,Imported,2005.625,GWh
2020,February,Renewable Energy,1841.840052,GWh
2020,March,Hydro Electricity,509.536,GWh
2020,March,Fuel Oil,21.401,GWh
2020,March,Coal & Lignite,3250.299713,GWh
2020,March,Natural Gas,11020.38944,GWh
2020,March,Diesel,2.507,GWh
2020,March,Imported,2321.505,GWh
2020,March,Renewable Energy,1799.393624,GWh
2020,April,Hydro Electricity,471.457,GWh
2020,April,Fuel Oil,3.694,GWh
2020,April,Coal & Lignite,3114.654487,GWh
2020,April,Natural Gas,9448.76131,GWh
2020,April,Diesel,6.275,GWh
2020,April,Imported,2132.777,GWh
2020,April,Renewable Energy,1753.946418,GWh
2020,May,Hydro Electricity,475.026,GWh
2020,May,Fuel Oil,167.209,GWh
2020,May,Coal & Lignite,3482.349803,GWh
2020,May,Natural Gas,10076.965,GWh
2020,May,Diesel,1.188,GWh
2020,May,Imported,2229.731,GWh
2020,May,Renewable Energy,1735.479453,GWh
2020,June,Hydro Electricity,348.574,GWh
2020,June,Fuel Oil,104.732,GWh
2020,June,Coal & Lignite,3186.162578,GWh
2020,June,Natural Gas,9624.485319,GWh
2020,June,Diesel,2.756,GWh
2020,June,Imported,2189.107,GWh
2020,June,Renewable Energy,1607.851749,GWh
2020,July,Hydro Electricity,345.894,GWh
2020,July,Fuel Oil,0,GWh
2020,July,Coal & Lignite,2664.912339,GWh
2020,July,Natural Gas,10765.2595,GWh
2020,July,Diesel,3.314,GWh
2020,July,Imported,2088.547,GWh
2020,July,Renewable Energy,1674.541239,GWh
2020,August,Hydro Electricity,357.384,GWh
2020,August,Fuel Oil,57.801,GWh
2020,August,Coal & Lignite,3151.39426,GWh
2020,August,Natural Gas,8872.891992,GWh
2020,August,Diesel,20.131,GWh
2020,August,Imported,3341.81,GWh
2020,August,Renewable Energy,1643.63308,GWh
2020,September,Hydro Electricity,369.001,GWh
2020,September,Fuel Oil,135.697,GWh
2020,September,Coal & Lignite,2937.900541,GWh
2020,September,Natural Gas,9068.174484,GWh
2020,September,Diesel,41.029,GWh
2020,September,Imported,3283.604,GWh
2020,September,Renewable Energy,1443.764951,GWh
2020,October,Hydro Electricity,228.931,GWh
2020,October,Fuel Oil,23.073,GWh
2020,October,Coal & Lignite,3100.067909,GWh
2020,October,Natural Gas,8657.616585,GWh
2020,October,Diesel,3.112,GWh
2020,October,Imported,2983.278,GWh
2020,October,Renewable Energy,1484.225191,GWh
2020,November,Hydro Electricity,245.234,GWh
2020,November,Fuel Oil,0.68,GWh
2020,November,Coal & Lignite,2949.487882,GWh
2020,November,Natural Gas,8959.80378,GWh
2020,November,Diesel,4.922,GWh
2020,November,Imported,2515.586,GWh
2020,November,Renewable Energy,1710.888029,GWh
2020,December,Hydro Electricity,326.389,GWh
2020,December,Fuel Oil,33.142,GWh
2020,December,Coal & Lignite,2781.38477,GWh
2020,December,Natural Gas,8129.95063,GWh
2020,December,Diesel,4.738,GWh
2020,December,Imported,2456.134,GWh
2020,December,Renewable Energy,1960.049558,GWh
2021,January,Hydro Electricity,417.227,GWh
2021,January,Fuel Oil,6.217,GWh
2021,January,Coal & Lignite,2632.405775,GWh
2021,January,Natural Gas,8311.97191,GWh
2021,January,Diesel,0.871,GWh
2021,January,Imported,2043.605,GWh
2021,January,Renewable Energy,2087.116266,GWh
2021,February,Hydro Electricity,418.707,GWh
2021,February,Fuel Oil,0,GWh
2021,February,Coal & Lignite,2833.675213,GWh
2021,February,Natural Gas,8679.572698,GWh
2021,February,Diesel,6.125,GWh
2021,February,Imported,1769.58,GWh
2021,February,Renewable Energy,1850.306942,GWh
2021,March,Hydro Electricity,446.041,GWh
2021,March,Fuel Oil,4.014,GWh
2021,March,Coal & Lignite,2918.072925,GWh
2021,March,Natural Gas,11378.9595,GWh
2021,March,Diesel,7.215,GWh
2021,March,Imported,2690.819,GWh
2021,March,Renewable Energy,1898.948014,GWh
2021,April,Hydro Electricity,377.491,GWh
2021,April,Fuel Oil,5.383,GWh
2021,April,Coal & Lignite,3015.52778,GWh
2021,April,Natural Gas,9959.442921,GWh
2021,April,Diesel,10.143,GWh
2021,April,Imported,2567.607,GWh
2021,April,Renewable Energy,1669.690026,GWh
2021,May,Hydro Electricity,389.065,GWh
2021,May,Fuel Oil,58.249,GWh
2021,May,Coal & Lignite,2874.495466,GWh
2021,May,Natural Gas,11240.19872,GWh
2021,May,Diesel,3.982,GWh
2021,May,Imported,2824.509,GWh
2021,May,Renewable Energy,1778.054331,GWh
2021,June,Hydro Electricity,459.821,GWh
2021,June,Fuel Oil,129.593,GWh
2021,June,Coal & Lignite,3055.678385,GWh
2021,June,Natural Gas,9720.701381,GWh
2021,June,Diesel,4.22,GWh
2021,June,Imported,3191.182,GWh
2021,June,Renewable Energy,1888.417089,GWh
2021,July,Hydro Electricity,398.008,GWh
2021,July,Fuel Oil,11.919,GWh
2021,July,Coal & Lignite,3458.792058,GWh
2021,July,Natural Gas,8695.670051,GWh
2021,July,Diesel,2.912,GWh
2021,July,Imported,3374.964,GWh
2021,July,Renewable Energy,1932.692886,GWh
2021,August,Hydro Electricity,378.377,GWh
2021,August,Fuel Oil,19.115,GWh
2021,August,Coal & Lignite,3380.131982,GWh
2021,August,Natural Gas,8512.23965,GWh
2021,August,Diesel,66.008,GWh
2021,August,Imported,3742.936,GWh
2021,August,Renewable Energy,1820.743166,GWh
2021,September,Hydro Electricity,283.951,GWh
2021,September,Fuel Oil,52.013,GWh
2021,September,Coal & Lignite,2583.596686,GWh
2021,September,Natural Gas,9244.845778,GWh
2021,September,Diesel,22.765,GWh
2021,September,Imported,3374.003,GWh
2021,September,Renewable Energy,1577.068519,GWh
2021,October,Hydro Electricity,313.292,GWh
2021,October,Fuel Oil,132.274,GWh
2021,October,Coal & Lignite,3150.20454,GWh
2021,October,Natural Gas,9808.030438,GWh
2021,October,Diesel,11.664,GWh
2021,October,Imported,2850.703,GWh
2021,October,Renewable Energy,1615.70827,GWh
2021,November,Hydro Electricity,272.854,GWh
2021,November,Fuel Oil,0.476,GWh
2021,November,Coal & Lignite,3069.471598,GWh
2021,November,Natural Gas,9592.283491,GWh
2021,November,Diesel,117.621,GWh
2021,November,Imported,2465.338,GWh
2021,November,Renewable Energy,1685.588857,GWh
2021,December,Hydro Electricity,385.158,GWh
2021,December,Fuel Oil,2.682,GWh
2021,December,Coal & Lignite,3092.572359,GWh
2021,December,Natural Gas,7968.942952,GWh
2021,December,Diesel,40.911,GWh
2021,December,Imported,2461.042,GWh
2021,December,Renewable Energy,2122.300579,GWh
2022,January,Hydro Electricity,488.946,GWh
2022,January,Fuel Oil,0,GWh
2022,January,Coal & Lignite,2723.061262,GWh
2022,January,Natural Gas,9355.226787,GWh
2022,January,Diesel,131.656,GWh
2022,January,Imported,2293.78,GWh
2022,January,Renewable Energy,1997.880399,GWh
2022,February,Hydro Electricity,513.474,GWh
2022,February,Fuel Oil,3.038,GWh
2022,February,Coal & Lignite,2472.67622,GWh
2022,February,Natural Gas,9340.146839,GWh
2022,February,Diesel,8.417,GWh
2022,February,Imported,1905.475,GWh
2022,February,Renewable Energy,1855.63187,GWh
2022,March,Hydro Electricity,695.158,GWh
2022,March,Fuel Oil,0,GWh
2022,March,Coal & Lignite,2863.233675,GWh
2022,March,Natural Gas,11309.68093,GWh
2022,March,Diesel,42.291,GWh
2022,March,Imported,2936.54,GWh
2022,March,Renewable Energy,1891.889632,GWh
2022,April,Hydro Electricity,705.974,GWh
2022,April,Fuel Oil,0,GWh
2022,April,Coal & Lignite,2774.043526,GWh
2022,April,Natural Gas,9931.830806,GWh
2022,April,Diesel,148.923,GWh
2022,April,Imported,2878.973,GWh
2022,April,Renewable Energy,1892.807118,GWh
2022,May,Hydro Electricity,652.592,GWh
2022,May,Fuel Oil,2.44,GWh
2022,May,Coal & Lignite,3364.239788,GWh
2022,May,Natural Gas,9802.426569,GWh
2022,May,Diesel,60.252,GWh
2022,May,Imported,3223.064,GWh
2022,May,Renewable Energy,1894.908857,GWh
2022,June,Hydro Electricity,645.403,GWh
2022,June,Fuel Oil,0,GWh
2022,June,Coal & Lignite,2876.025248,GWh
2022,June,Natural Gas,10109.21327,GWh
2022,June,Diesel,76.323,GWh
2022,June,Imported,3460.838,GWh
2022,June,Renewable Energy,1803.683031,GWh
2022,July,Hydro Electricity,604.438,GWh
2022,July,Fuel Oil,3.295,GWh
2022,July,Coal & Lignite,3207.774929,GWh
2022,July,Natural Gas,9321.177116,GWh
2022,July,Diesel,101.776,GWh
2022,July,Imported,3878.508,GWh
2022,July,Renewable Energy,1825.852293,GWh
2022,August,Hydro Electricity,548.646,GWh
2022,August,Fuel Oil,84.731,GWh
2022,August,Coal & Lignite,3400.039123,GWh
2022,August,Natural Gas,8884.584255,GWh
2022,August,Diesel,149.33,GWh
2022,August,Imported,3872.273,GWh
2022,August,Renewable Energy,1790.183236,GWh
2022,September,Hydro Electricity,437.471,GWh
2022,September,Fuel Oil,0,GWh
2022,September,Coal & Lignite,2863.996449,GWh
2022,September,Natural Gas,9340.173489,GWh
2022,September,Diesel,73.748,GWh
2022,September,Imported,3416.562,GWh
2022,September,Renewable Energy,1595.770772,GWh
2022,October,Hydro Electricity,324.588,GWh
2022,October,Fuel Oil,7.199,GWh
2022,October,Coal & Lignite,3247.582161,GWh
2022,October,Natural Gas,8740.225486,GWh
2022,October,Diesel,281.364,GWh
2022,October,Imported,3144.125,GWh
2022,October,Renewable Energy,1738.551743,GWh
2022,November,Hydro Electricity,407.948,GWh
2022,November,Fuel Oil,4.755,GWh
2022,November,Coal & Lignite,3134.843985,GWh
2022,November,Natural Gas,10024.15097,GWh
2022,November,Diesel,326.334,GWh
2022,November,Imported,2088.742,GWh
2022,November,Renewable Energy,1489.67962,GWh
2022,December,Hydro Electricity,574.183,GWh
2022,December,Fuel Oil,0,GWh
2022,December,Coal & Lignite,2595.195281,GWh
2022,December,Natural Gas,8477.968256,GWh
2022,December,Diesel,225.787,GWh
2022,December,Imported,2372.876,GWh
2022,December,Renewable Energy,2099.251986,GWh
2023,January,Hydro Electricity,705.665,GWh
2023,January,Fuel Oil,0,GWh
2023,January,Coal & Lignite,2513.350408,GWh
2023,January,Natural Gas,8084.158635,GWh
2023,January,Diesel,225.94,GWh
2023,January,Imported,2307.077,GWh
2023,January,Renewable Energy,2166.920086,GWh
2023,February,Hydro Electricity,703.07,GWh
2023,February,Fuel Oil,0,GWh
2023,February,Coal & Lignite,2458.192968,GWh
2023,February,Natural Gas,8987.365273,GWh
2023,February,Diesel,159.418,GWh
2023,February,Imported,1984.746,GWh
2023,February,Renewable Energy,889.272745,GWh
2023,March,Hydro Electricity,749.319,GWh
2023,March,Fuel Oil,4.186,GWh
2023,March,Coal & Lignite,2671.153266,GWh
2023,March,Natural Gas,11056.52105,GWh
2023,March,Diesel,159.761,GWh
2023,March,Imported,2535.453,GWh
2023,March,Renewable Energy,978.690045,GWh
2023,April,Hydro Electricity,688.027,GWh
2023,April,Fuel Oil,0,GWh
2023,April,Coal & Lignite,2686.222646,GWh
2023,April,Natural Gas,11863.01303,GWh
2023,April,Diesel,286.725,GWh
2023,April,Imported,2310.63,GWh
2023,April,Renewable Energy,892.784611,GWh
2023,May,Hydro Electricity,701.106,GWh
2023,May,Fuel Oil,0,GWh
2023,May,Coal & Lignite,2681.376568,GWh
2023,May,Natural Gas,13234.88257,GWh
2023,May,Diesel,6.609,GWh
2023,May,Imported,2530.19,GWh
2023,May,Renewable Energy,1910.613819,GWh
2023,June,Hydro Electricity,621.675,GWh
2023,June,Fuel Oil,0,GWh
2023,June,Coal & Lignite,2673.457828,GWh
2023,June,Natural Gas,11834.39405,GWh
2023,June,Diesel,2.227,GWh
2023,June,Imported,2388.136,GWh
2023,June,Renewable Energy,1932.330304,GWh
2023,July,Hydro Electricity,515.846,GWh
2023,July,Fuel Oil,0,GWh
2023,July,Coal & Lignite,2536.835974,GWh
2023,July,Natural Gas,11895.3505,GWh
2023,July,Diesel,8.411,GWh
2023,July,Imported,2697.208,GWh
2023,July,Renewable Energy,1909.002874,GWh
2023,August,Hydro Electricity,485.889,GWh
2023,August,Fuel Oil,1.972,GWh
2023,August,Coal & Lignite,2413.00739,GWh
2023,August,Natural Gas,11213.66379,GWh
2023,August,Diesel,3.38,GWh
2023,August,Imported,3299.362,GWh
2023,August,Renewable Energy,1946.113578,GWh
2023,September,Hydro Electricity,302.422,GWh
2023,September,Fuel Oil,0,GWh
2023,September,Coal & Lignite,2662.881916,GWh
2023,September,Natural Gas,10031.42335,GWh
2023,September,Diesel,13.055,GWh
2023,September,Imported,3741.591,GWh
2023,September,Renewable Energy,1686.961411,GWh
2023,October,Hydro Electricity,230.486,GWh
2023,October,Fuel Oil,0,GWh
2023,October,Coal & Lignite,2508.121662,GWh
2023,October,Natural Gas,10633.4926,GWh
2023,October,Diesel,5.181,GWh
2023,October,Imported,3663.124,GWh
2023,October,Renewable Energy,1667.336709,GWh
2023,November,Hydro Electricity,318.56,GWh
2023,November,Fuel Oil,4.785,GWh
2023,November,Coal & Lignite,2552.007104,GWh
2023,November,Natural Gas,10569.06966,GWh
2023,November,Diesel,3.347,GWh
2023,November,Imported,2550.601,GWh
2023,November,Renewable Energy,1746.685641,GWh
2023,December,Hydro Electricity,566.149,GWh
2023,December,Fuel Oil,0,GWh
2023,December,Coal & Lignite,2076.144935,GWh
2023,December,Natural Gas,9998.679307,GWh
2023,December,Diesel,2.927,GWh
2023,December,Imported,2797.034,GWh
2023,December,Renewable Energy,2128.037177,GWh
2024,January,Hydro Electricity,649.653,GWh
2024,January,Fuel Oil,0,GWh
2024,January,Coal & Lignite,2596.178616,GWh
2024,January,Natural Gas,10801.56444,GWh
2024,January,Diesel,1.497,GWh
2024,January,Imported,2143.292,GWh
2024,January,Renewable Energy,2108.568436,GWh
2024,February,Hydro Electricity,625.162,GWh
2024,February,Fuel Oil,4.37,GWh
2024,February,Coal & Lignite,2926.915808,GWh
2024,February,Natural Gas,11020.982893,GWh
2024,February,Diesel,5.016,GWh
2024,February,Imported,2050.547,GWh
2024,February,Renewable Energy,1999.569783,GWh
2024,March,Hydro Electricity,648.986,GWh
2024,March,Fuel Oil,0,GWh
2024,March,Coal & Lignite,3056.239817,GWh
2024,March,Natural Gas,12990.405049,GWh
2024,March,Diesel,3.805,GWh
2024,March,Imported,2687.751,GWh
2024,March,Renewable Energy,2013.753133,GWh
2024,April,Hydro Electricity,672.547,GWh
2024,April,Fuel Oil,0,GWh
2024,April,Coal & Lignite,2949.052335,GWh
2024,April,Natural Gas,13252.44061,GWh
2024,April,Diesel,2.586,GWh
2024,April,Imported,2854.629,GWh
2024,April,Renewable Energy,2104.551259,GWh
2024,May,Hydro Electricity,646.737,GWh
2024,May,Fuel Oil,10.78,GWh
2024,May,Coal & Lignite,3012.505365,GWh
2024,May,Natural Gas,13563.08702,GWh
2024,May,Diesel,4.492,GWh
2024,May,Imported,2691.007,GWh
2024,May,Renewable Energy,1876.301464,GWh
2024,June,Hydro Electricity,485.647,GWh
2024,June,Fuel Oil,0,GWh
2024,June,Coal & Lignite,2478.963325,GWh
2024,June,Natural Gas,12301.85773,GWh
2024,June,Diesel,3.476,GWh
2024,June,Imported,2853.091,GWh
2024,June,Renewable Energy,1958.214437,GWh
2024,July,Hydro Electricity,410.772,GWh
2024,July,Fuel Oil,0,GWh
2024,July,Coal & Lignite,2516.493768,GWh
2024,July,Natural Gas,10711.372262,GWh
2024,July,Diesel,32.711,GWh
2024,July,Imported,3804.053,GWh
2024,July,Renewable Energy,1948.657642,GWh
2024,August,Hydro Electricity,391.758,GWh
2024,August,Fuel Oil,23.563,GWh
2024,August,Coal & Lignite,2245.781099,GWh
2024,August,Natural Gas,11766.21198,GWh
2024,August,Diesel,150.796,GWh
2024,August,Imported,3524.402,GWh
2024,August,Renewable Energy,1830.239286,GWh
2024,September,Hydro Electricity,411.036,GWh
2024,September,Fuel Oil,0,GWh
2024,September,Coal & Lignite,2845.61199,GWh
2024,September,Natural Gas,10001.27893,GWh
2024,September,Diesel,18.441,GWh
2024,September,Imported,3959.712,GWh
2024,September,Renewable Energy,1727.114862,GWh
2024,October,Hydro Electricity,298.869,GWh
2024,October,Fuel Oil,0,GWh
2024,October,Coal & Lignite,3131.77971,GWh
2024,October,Natural Gas,10443.2613,GWh
2024,October,Diesel,4.338,GWh
2024,October,Imported,4025.897,GWh
2024,October,Renewable Energy,1621.544496,GWh
2024,November,Hydro Electricity,421.397,GWh
2024,November,Fuel Oil,0.687,GWh
2024,November,Coal & Lignite,2959.837139,GWh
2024,November,Natural Gas,10408.04689,GWh
2024,November,Diesel,7.363,GWh
2024,November,Imported,2824.822,GWh
2024,November,Renewable Energy,1829.484937,GWh
2024,December,Hydro Electricity,752.23,GWh
2024,December,Fuel Oil,0,GWh
2024,December,Coal & Lignite,2540.105313,GWh
2024,December,Natural Gas,9112.361574,GWh
2024,December,Diesel,2.457,GWh
2024,December,Imported,2565.84,GWh
2024,December,Renewable Energy,2185.874024,GWh
2025,January,Hydro Electricity,787.34,GWh
2025,January,Fuel Oil,0,GWh
2025,January,Coal & Lignite,2051.257394,GWh
2025,January,Natural Gas,9140.708562,GWh
2025,January,Diesel,1.492,GWh
2025,January,Imported,2215.532,GWh
2025,January,Renewable Energy,2307.017479,GWh
2025,February,Hydro Electricity,727.822,GWh
2025,February,Fuel Oil,4.715,GWh
2025,February,Coal & Lignite,2762.692642,GWh
2025,February,Natural Gas,9756.024363999997,GWh
2025,February,Diesel,1.708,GWh
2025,February,Imported,1929.714,GWh
2025,February,Renewable Energy,1948.332857,GWh
2025,March,Hydro Electricity,697.031,GWh
2025,March,Fuel Oil,0,GWh
2025,March,Coal & Lignite,3183.313489,GWh
2025,March,Natural Gas,11530.85142,GWh
2025,March,Diesel,2.325,GWh
2025,March,Imported,3001.011,GWh
2025,March,Renewable Energy,2223.488598,GWh
2025,April,Hydro Electricity,655.7,GWh
2025,April,Fuel Oil,0,GWh
2025,April,Coal & Lignite,2551.10556,GWh
2025,April,Natural Gas,11877.540146000001,GWh
2025,April,Diesel,2.849,GWh
2025,April,Imported,2806.938,GWh
2025,April,Renewable Energy,2013.858107,GWh
2025,May,Hydro Electricity,627.136,GWh
2025,May,Fuel Oil,0,GWh
2025,May,Coal & Lignite,3067.6989,GWh
2025,May,Natural Gas,11604.009976000001,GWh
2025,May,Diesel,2.594,GWh
2025,May,Imported,3252.124,GWh
2025,May,Renewable Energy,1863.591962,GWh
2025,June,Hydro Electricity,504.016,GWh
2025,June,Fuel Oil,0,GWh
2025,June,Coal & Lignite,3122.305368,GWh
2025,June,Natural Gas,10362.877186,GWh
2025,June,Diesel,1.591,GWh
2025,June,Imported,3596.648,GWh
2025,June,Renewable Energy,1959.526372,GWh
2025,July,Hydro Electricity,445.793,GWh
2025,July,Fuel Oil,2.519,GWh
2025,July,Coal & Lignite,3034.876598,GWh
2025,July,Natural Gas,10214.60362,GWh
2025,July,Diesel,2.645,GWh
2025,July,Imported,3913.353,GWh
2025,July,Renewable Energy,2149.658462,GWh
2025,August,Hydro Electricity,703.032,GWh
2025,August,Fuel Oil,0,GWh
2025,August,Coal & Lignite,3118.888707,GWh
2025,August,Natural Gas,9900.311641,GWh
2025,August,Diesel,2.336,GWh
2025,August,Imported,4390.294,GWh
2025,August,Renewable Energy,1982.780778,GWh
2025,September,Hydro Electricity,493.093,GWh
2025,September,Fuel Oil,0,GWh
2025,September,Coal & Lignite,3037.918543,GWh
2025,September,Natural Gas,9427.882726,GWh
2025,September,Diesel,3.387,GWh
2025,September,Imported,4455.08,GWh
2025,September,Renewable Energy,1657.8117,GWh
2025,October,Hydro Electricity,567.329,GWh
2025,October,Fuel Oil,0,GWh
2025,October,Coal & Lignite,2998.377117,GWh
2025,October,Natural Gas,10120.21834598,GWh
2025,October,Diesel,3.89,GWh
2025,October,Imported,4052.188,GWh
2025,October,Renewable Energy,1699.406768,GWh
2025,November,Hydro Electricity,654.214,GWh
2025,November,Fuel Oil,16.493,GWh
2025,November,Coal & Lignite,2525.208631,GWh
2025,November,Natural Gas,9276.867472,GWh
2025,November,Diesel,1.596,GWh
2025,November,Imported,3073.963,GWh
2025,November,Renewable Energy,1771.37549,GWh
2025,December,Hydro Electricity,756.461,GWh
2025,December,Fuel Oil,76.635,GWh
2025,December,Coal & Lignite,2125.15318,GWh
2025,December,Natural Gas,10122.495437,GWh
2025,December,Diesel,6.446,GWh
2025,December,Imported,2449.029,GWh
2025,December,Renewable Energy,2045.97385,GWh
2026,January,Hydro Electricity,923.888,GWh
2026,January,Fuel Oil,43.043,GWh
